time,open,high,low,close,volume
2023-08-04T08:30:00.000Z,1933.42,1933.47,1932.87,1933.17,357
2023-08-04T08:35:00.000Z,1933.22,1933.67,1932.8,1933.67,424
2023-08-04T08:40:00.000Z,1933.66,1933.67,1932.65,1933.05,443
2023-08-04T08:45:00.000Z,1933.07,1933.18,1932.46,1932.51,368
2023-08-04T08:50:00.000Z,1932.51,1932.82,1932.17,1932.25,358
2023-08-04T08:55:00.000Z,1932.3,1932.78,1932.29,1932.44,306
2023-08-04T09:00:00.000Z,1932.45,1933.26,1932.45,1933.26,397
2023-08-04T09:05:00.000Z,1933.27,1933.4,1932.94,1933.06,314
2023-08-04T09:10:00.000Z,1933.03,1934.03,1933,1933.91,299
2023-08-04T09:15:00.000Z,1933.91,1934.12,1933.62,1933.77,241
2023-08-04T09:20:00.000Z,1933.77,1933.91,1933.26,1933.26,330
2023-08-04T09:25:00.000Z,1933.26,1934.22,1933.1,1934.18,372
2023-08-04T09:30:00.000Z,1934.17,1934.17,1932.89,1933.12,471
2023-08-04T09:35:00.000Z,1933.09,1933.49,1932.21,1933.43,421
2023-08-04T09:40:00.000Z,1933.42,1933.85,1933.21,1933.77,358
2023-08-04T09:45:00.000Z,1933.77,1933.99,1933.38,1933.45,392
2023-08-04T09:50:00.000Z,1933.43,1933.9,1933.38,1933.73,365
2023-08-04T09:55:00.000Z,1933.74,1933.99,1933.45,1933.51,367
2023-08-04T10:00:00.000Z,1933.56,1933.84,1933.1,1933.19,402
2023-08-04T10:05:00.000Z,1933.18,1933.24,1932.53,1932.62,496
2023-08-04T10:10:00.000Z,1932.62,1932.63,1932.32,1932.62,382
2023-08-04T10:15:00.000Z,1932.62,1932.78,1932.38,1932.43,358
2023-08-04T10:20:00.000Z,1932.45,1932.53,1931.98,1932,324
2023-08-04T10:25:00.000Z,1931.99,1932.44,1931.83,1931.96,408
2023-08-04T10:30:00.000Z,1932.01,1932.16,1931.47,1931.63,417
2023-08-04T10:35:00.000Z,1931.63,1932.04,1931.25,1931.93,354
2023-08-04T10:40:00.000Z,1931.94,1932.72,1931.89,1932.56,366
2023-08-04T10:45:00.000Z,1932.55,1933.26,1932.26,1933.17,370
2023-08-04T10:50:00.000Z,1933.19,1933.25,1931.84,1931.84,348
2023-08-04T10:55:00.000Z,1931.85,1932.8,1931.65,1932.8,370
2023-08-04T11:00:00.000Z,1932.84,1933.17,1932.48,1933.14,477
2023-08-04T11:05:00.000Z,1933.13,1933.44,1932.66,1932.95,342
2023-08-04T11:10:00.000Z,1932.94,1933.11,1932.48,1932.59,383
2023-08-04T11:15:00.000Z,1932.6,1933.4,1932.5,1933.25,350
2023-08-04T11:20:00.000Z,1933.27,1933.27,1932.73,1933.02,309
2023-08-04T11:25:00.000Z,1933.02,1933.27,1932.82,1932.95,259
2023-08-04T11:30:00.000Z,1932.94,1932.97,1932.08,1932.19,435
2023-08-04T11:35:00.000Z,1932.18,1932.65,1931.79,1931.97,519
2023-08-04T11:40:00.000Z,1931.98,1932.54,1931.87,1932.31,338
2023-08-04T11:45:00.000Z,1932.28,1933.08,1931.36,1931.94,466
2023-08-04T11:50:00.000Z,1931.94,1932.9,1931.83,1932.82,506
2023-08-04T11:55:00.000Z,1932.84,1933.12,1932.12,1932.31,496
2023-08-04T12:00:00.000Z,1932.32,1932.41,1930.92,1931.19,722
2023-08-04T12:05:00.000Z,1931.21,1931.47,1930.41,1931.08,633
2023-08-04T12:10:00.000Z,1931.09,1931.59,1930.51,1931.27,649
2023-08-04T12:15:00.000Z,1931.28,1931.7,1930.82,1931.36,765
2023-08-04T12:20:00.000Z,1931.33,1932.91,1930.51,1932.6,939
2023-08-04T12:25:00.000Z,1932.68,1932.94,1931.93,1931.93,814
2023-08-04T12:30:00.000Z,1931.96,1938.23,1925.14,1935.33,1873
2023-08-04T12:35:00.000Z,1935.31,1937.96,1933.73,1937.47,1826
2023-08-04T12:40:00.000Z,1937.47,1942.8,1936.53,1939.62,1772
2023-08-04T12:45:00.000Z,1939.89,1942.2,1938.83,1941.44,1702
2023-08-04T12:50:00.000Z,1941.45,1942.33,1939.48,1941.61,1592
2023-08-04T12:55:00.000Z,1941.6,1942,1938.8,1939.09,1412
2023-08-04T13:00:00.000Z,1938.94,1942.96,1938.77,1942.88,1616
2023-08-04T13:05:00.000Z,1942.89,1944.67,1942.56,1943.33,1505
2023-08-04T13:10:00.000Z,1943.28,1944.1,1942.44,1943.89,1438
2023-08-04T13:15:00.000Z,1943.82,1943.96,1941.02,1941.04,1491
2023-08-04T13:20:00.000Z,1941.04,1943.51,1940.47,1940.51,1307
2023-08-04T13:25:00.000Z,1940.51,1942.05,1939.85,1941.68,1227
2023-08-04T13:30:00.000Z,1941.78,1944.12,1941.78,1942.98,1645
2023-08-04T13:35:00.000Z,1942.89,1946.72,1942.47,1945.35,1739
